Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0.55,-84.67,212,-21856,-2044,-3857,-1996,5131
-10.87,-78.08,-4760,-24706,-2174,-4053,-2182,2513
-17.83,-70.87,-8296,-25604,-3214,-3915,-2049,-2
-21.28,-65.79,-9290,-23350,-4930,-3302,-2322,-2437
-21.64,-64.22,-7824,-19106,-4918,-2292,-3409,-3643
-21.31,-65.96,-6260,-15732,-3194,-1700,-5121,-4072
-20.45,-67.92,-5100,-13530,-2054,-1568,-5899,-3807
-21.62,-67.12,-4906,-12268,-1684,-1669,-6333,-3125
-20.28,-69.04,-4452,-11996,-1174,-1872,-6965,-1915
-18.92,-70.58,-4114,-11966,-974,-2041,-7548,-864
-15.45,-73.15,-3462,-12444,-1512,-2061,-7563,95
-13.38,-75.78,-3162,-13254,-1160,-1776,-7329,471
-11.37,-77.16,-2804,-13876,-1482,-1744,-7296,490
-8.78,-78.6,-2218,-14242,-1840,-1886,-7295,461
-7.67,-80.98,-1990,-14730,-1246,-2077,-7035,524
-9.53,-79.5,-2522,-14978,-1186,-2455,-6365,648
-14.67,-73.94,-3974,-15080,-1774,-2812,-6225,678
-19.09,-69.2,-5400,-15436,-2310,-2828,-6797,476
-22.93,-65.53,-6768,-15814,-2476,-2545,-7797,85
-24.97,-63.83,-7552,-16060,-2332,-2185,-8541,-457
-24.32,-64.37,-7348,-16090,-2400,-1884,-9250,-803
-19.5,-68.51,-5706,-15906,-2610,-1502,-9622,-921
-13.31,-74.13,-3680,-15380,-2384,-1013,-9491,-726
-6.54,-80.19,-1690,-14634,-1896,-791,-8803,-275
0.59,-84.29,146,-14114,-1414,-729,-8158,390
3.94,-82.57,964,-13930,-1552,-658,-7455,968
3.37,-82.6,836,-14092,-1640,-443,-6688,1406
1.46,-84.67,362,-14196,-1286,-287,-5250,1567
0.78,-85.49,196,-14326,-1124,-272,-3490,1489
-1.13,-82.86,-286,-14416,-1794,-269,-2481,1228
-4.2,-76.5,-1084,-14382,-3288,37,-2046,779
-7.89,-75.04,-2054,-14454,-3284,552,-2281,262
